id;nickname;gender;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC;M
ASOU;1;1;2;1;5;0;36;1;1;0;0;0;0;0;0;0;1;0;0.0026954177897574;0.0002691056272298;0.0592841163310962;0.9;0.1428571428571428
ZUVV;0;1;3;1;3;0;32;0;1;1;0;0;0;0;0;0;1;0;0.0048517520215633;0.0016146337633789;0.0430394431554524;0.5833333333333334;0.1428571428571428
VYTT;0;0;3;1;1;0;43;0;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0626160337552742;0.0;0.4285714285714285
BLQ6;0;1;3;2;3;0;37;0;1;1;0;0;0;1;0;0;0;0;0.0016172506738544;9.692261020343086e-07;0.0370185591698263;0.0;0.2857142857142857
NGXZ;1;1;3;2;5;0;26;1;0;0;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.067011054114587;0.0;0.4285714285714285
OFO5;1;1;3;2;5;0;26;1;1;0;0;0;0;1;0;0;1;0;0.0016172506738544;0.0032310121337415;0.0426632934682612;0.3333333333333333;0.1428571428571428
H3BX;0;1;3;1;2;0;30;1;1;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0559375188468729;0.0;0.1428571428571428
IRU4;1;1;1;1;4;0;39;1;1;1;0;0;0;0;0;0;1;1;0.0043126684636118;0.0068791019767627;0.0514306310302761;0.2857142857142857;0.0
GWWU;0;0;1;2;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0005387927901208;0.0418263810597519;0.0;0.4285714285714285
RLAI;0;1;3;0;3;0;38;1;1;1;0;0;0;1;0;0;0;0;0.0016172506738544;0.0;0.0357301076718608;1.0;0.1428571428571428
SUJI;1;1;3;2;2;0;32;1;1;1;0;0;0;1;0;0;1;0;0.0016172506738544;0.0021551711604834;0.0632803438630006;0.3333333333333333;0.1428571428571428
EHKM;1;1;1;2;3;0;42;1;1;1;0;0;0;1;0;0;0;1;0.0037735849056603;0.0017935529018145;0.0537556508635678;0.4761904761904761;0.2857142857142857
UFMW;0;1;3;1;2;0;35;1;1;1;0;0;0;0;0;0;0;0;0.0005390835579514;0.0;0.0528083810174509;0.0;0.2857142857142857
G9VP;0;1;3;1;5;0;30;1;1;1;0;0;0;0;0;0;0;0;0.0037735849056603;0.0009615830619154;0.0508414186263224;0.4761904761904761;0.5714285714285714
MLF4;0;0;1;2;5;0;33;1;1;0;0;0;0;1;0;0;0;0;0.0026954177897574;0.0053806587054434;0.0544515220007632;0.3;0.4285714285714285
JHBL;1;1;3;1;3;0;27;0;1;0;0;0;0;0;0;0;1;0;0.0037735849056603;0.00551245014774;0.0492630460762183;0.0952380952380952;0.1428571428571428
NVJM;1;1;4;3;5;0;32;0;1;0;0;0;0;0;0;0;1;0;0.0064690026954177;0.0;0.0511131929901906;1.0;0.1428571428571428
NOC0;1;1;1;1;3;0;48;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0507315739094762;0.0;0.2857142857142857
E7E3;1;1;1;2;3;0;36;1;1;0;0;0;0;0;0;0;0;0;0.0037735849056603;0.0001525553093781;0.0674741743052524;0.5238095238095238;0.2857142857142857
CVSU;0;1;2;1;2;0;26;1;1;1;0;1;0;1;1;0;1;0;0.0005390835579514;0.0;0.0632717102121563;0.0;0.2857142857142857
ORFF;1;1;2;1;3;0;28;1;1;0;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.0461282140548067;0.0;0.1428571428571428
QAU3;1;1;2;0;2;0;25;1;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0463078536122622;0.0;0.0
K8I1;1;1;2;0;2;0;30;0;1;0;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.0510091844030138;0.0;0.1428571428571428
ZPSI;0;1;1;1;2;0;27;1;0;0;0;0;0;1;0;0;0;0;0.0005390835579514;0.0;0.0601628125709467;0.0;0.4285714285714285
W8HJ;0;1;3;1;3;0;31;1;1;1;0;0;0;1;0;0;0;0;0.0032345013477088;0.0002691056272298;0.0531457712583085;0.8666666666666667;0.1428571428571428
UFYW;0;1;3;2;3;0;33;1;1;1;0;0;0;1;1;0;1;0;0.0021563342318059;0.0021557526961447;0.0376290646489644;0.1666666666666666;0.1428571428571428
HPYF;0;1;3;1;3;0;25;1;1;0;0;0;0;0;0;0;1;0;0.0026954177897574;0.0021583696066202;0.0407253726755801;0.1;0.1428571428571428
FOFA;1;1;1;2;2;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0431706579161721;1.0;0.1428571428571428
GCUX;0;0;1;0;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0453534143419476;0.0;0.1428571428571428
L4GE;1;1;3;2;3;0;43;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0444961500635659;0.0;0.1428571428571428
EWW7;1;1;3;0;3;0;29;1;1;1;0;0;0;1;0;0;1;0;0.0010781671159029;0.0021551711604834;0.0667314195265846;0.0;0.1428571428571428
CILD;0;1;3;1;3;0;51;0;1;1;0;0;0;0;0;0;1;0;0.0037735849056603;0.0118115708150513;0.0418461954927925;0.0952380952380952;0.1428571428571428
U2VT;1;1;1;2;3;0;42;1;1;1;0;0;0;0;0;0;1;1;0.0048517520215633;0.0004380589559376;0.0436552762873011;0.4166666666666667;0.1428571428571428
HTDP;0;1;1;2;3;0;44;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0486264024326308;1.0;0.1428571428571428
LIA6;1;1;2;1;3;0;36;1;1;1;0;0;0;1;0;0;0;0;0.0010781671159029;0.0010781671159029;0.0342921580951676;0.0;0.1428571428571428
DZAQ;0;1;2;0;2;0;39;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0630587755379542;0.0;0.2857142857142857
CFET;1;1;3;1;3;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0021551711604834;0.0390370167722384;0.0;0.2857142857142857
Z0WL;1;1;2;1;3;0;30;1;1;1;0;0;0;0;1;0;1;0;0.0021563342318059;8.723034918308779e-07;0.0597904915390813;0.0;0.0
U8JV;1;1;2;1;2;0;31;0;1;1;0;0;0;0;1;0;1;1;0.0032345013477088;0.0;0.0687113382968478;1.0;0.2857142857142857
TACQ;0;1;1;0;3;0;40;1;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0463900767749518;1.0;0.2857142857142857
SCZK;1;1;2;1;4;0;50;1;1;1;0;0;0;1;1;0;1;0;0.0021563342318059;0.0412087800254131;0.0296103564416492;0.1666666666666666;0.4285714285714285
PTZ6;1;1;2;1;3;0;33;0;1;1;0;0;0;0;0;0;1;1;0.0010781671159029;0.0053792048662904;0.040574828295201;0.0;0.1428571428571428
ITWD;1;1;3;1;5;0;34;1;1;1;0;0;0;0;1;0;1;0;0.0021563342318059;0.0014373623093168;0.0591914228277864;0.1666666666666666;0.2857142857142857
U9TZ;0;0;1;2;2;0;46;0;1;1;0;0;0;0;0;0;1;0;0.0048517520215633;0.003764861870742;0.0534335752966931;0.2777777777777778;0.1428571428571428
MRLB;0;0;1;2;2;0;30;0;1;1;0;0;0;1;0;0;1;1;0.0010781671159029;0.0;0.0661436976288108;1.0;0.1428571428571428
SYML;1;1;1;0;3;0;37;1;1;1;0;0;0;1;1;0;1;0;0.0032345013477088;0.0;0.0727879144594859;1.0;0.1428571428571428
L3UU;0;1;2;1;3;0;24;1;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0391325443537328;0.0;0.1428571428571428
DWNG;1;1;3;0;5;0;42;1;1;1;0;0;0;1;0;0;1;0;0.0032345013477088;0.0010781671159029;0.0563761244833454;0.6666666666666666;0.7142857142857143
SQZC;0;1;0;1;3;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0630394888873785;0.0;0.2857142857142857
WUVB;1;1;2;1;3;0;31;1;1;1;0;0;0;1;0;0;1;1;0.0016172506738544;0.0;0.0552362802608462;1.0;0.2857142857142857
DQOV;1;1;3;0;2;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0037735849056603;0.0044601829779033;0.0453201729740294;0.1904761904761904;0.4285714285714285
XQAZ;1;1;3;0;3;0;28;1;1;1;0;0;0;0;1;0;1;0;0.0016172506738544;0.0;0.060299710691415;1.0;0.1428571428571428
V2HQ;1;1;3;1;3;0;36;1;1;1;0;0;0;0;1;0;1;0;0.0010781671159029;0.0266052565008417;0.0436717205009887;0.0;0.2857142857142857
G1TW;1;1;3;1;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;2.907678306102926e-07;0.0401497770659278;0.0;0.2857142857142857
J3RP;1;1;1;1;3;0;25;1;0;0;0;0;0;0;0;0;1;0;0.0026954177897574;0.0026901839688064;0.0390954307873883;0.4;0.4285714285714285
MHY7;1;1;1;0;4;0;37;1;1;1;0;0;0;1;1;0;1;1;0.0010781671159029;0.0;0.0430174852743379;1.0;0.1428571428571428
G5T6;1;1;3;1;4;0;30;1;1;1;0;1;0;0;0;0;1;0;0.0005390835579514;0.0;0.042251275510204;0.0;0.2857142857142857
B8W2;0;1;1;0;5;0;29;0;1;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0485182957131274;0.0;0.2857142857142857
TPV2;1;0;1;0;0;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0534443516090927;1.0;0.1428571428571428
P1OI;1;1;1;1;2;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0001175049938303;0.066810732937151;0.3333333333333333;0.1428571428571428
HAYO;0;1;3;1;2;0;27;1;1;1;0;0;0;0;0;0;0;0;0.0005390835579514;0.0;0.0507274119448698;0.0;0.1428571428571428
UJCT;0;1;1;2;1;0;29;0;0;1;0;0;0;1;0;0;1;0;0.0026954177897574;0.0;0.0563744111837106;1.0;0.1428571428571428
VCF5;0;1;2;1;5;0;49;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0430954372270235;1.0;0.1428571428571428
XUV9;0;0;3;1;1;0;40;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0573734999381417;0.0;0.2857142857142857
OBQ0;1;1;1;2;4;0;31;0;1;0;0;0;0;0;0;0;1;0;0.0021563342318059;0.0053792048662904;0.0347449849219876;0.3333333333333333;0.2857142857142857
N9YF;1;1;3;0;5;0;42;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0591593315473912;0.0;0.2857142857142857
ITVF;1;1;2;0;2;0;38;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0508693029123018;1.0;0.2857142857142857
HPH0;1;1;1;0;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0026954177897574;0.000394527292507;0.0449185170835653;0.5;0.1428571428571428
B0L8;0;0;2;1;2;0;35;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0507260247750827;1.0;0.1428571428571428
K3HI;0;1;3;0;3;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0510091844030138;0.0;0.1428571428571428
B4KH;0;1;1;1;2;0;46;0;1;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0486174813261695;0.0;0.2857142857142857
L6TS;0;1;3;2;5;0;23;1;0;0;0;0;0;0;0;0;0;0;0.0005390835579514;0.0;0.0648987160200118;0.0;0.1428571428571428
WXVC;0;1;3;1;3;0;55;0;1;1;0;0;0;0;0;0;0;0;0.0010781671159029;0.0;0.0418622495035204;1.0;0.4285714285714285
ALZN;1;1;3;1;2;0;27;1;0;1;0;0;0;1;0;0;1;1;0.0026954177897574;0.0;0.0555306091902409;1.0;0.1428571428571428
DJF2;1;1;1;2;4;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0086253369272237;0.0108201084634499;0.0537245134383688;0.525;0.1428571428571428
YQJU;1;1;2;1;3;0;35;1;1;1;0;0;0;1;0;0;1;0;0.0032345013477088;0.000575921837796;0.0405757158168733;0.5333333333333333;0.1428571428571428
BZMY;1;1;1;2;3;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0426583879498677;1.0;0.1428571428571428
GJNF;1;1;1;2;4;0;41;1;1;1;0;0;0;0;1;0;1;0;0.0032345013477088;0.0116398412561145;0.0455818753685865;0.1333333333333333;0.5714285714285714
ZSRS;0;1;3;0;3;0;21;1;0;0;0;0;0;1;0;0;0;0;0.0010781671159029;0.0026692486850024;0.0534705407586763;0.0;0.1428571428571428
OGBQ;0;1;2;0;5;0;28;0;1;1;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.0725034199726402;0.0;0.1428571428571428
HCDF;1;0;1;2;1;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0037735849056603;0.0;0.0584841414969418;1.0;0.2857142857142857
VBQ0;1;1;1;2;4;0;47;1;1;1;0;0;0;0;0;0;1;1;0.0043126684636118;0.0002551205724152;0.0451184511358661;0.5714285714285714;0.1428571428571428
EZSF;0;0;4;3;5;0;32;1;0;0;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.0510977054237941;0.0;0.1428571428571428
YNEK;0;1;3;2;2;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0484688545150501;0.0;0.2857142857142857
FDU6;0;0;1;2;5;0;36;1;0;0;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.0719382610718994;0.0;0.1428571428571428
WEF9;1;1;1;0;3;0;43;0;0;0;0;0;0;0;0;0;0;0;0.0005390835579514;0.0;0.049074074074074;0.0;0.1428571428571428
I4Z6;1;1;1;1;4;0;27;1;1;1;0;0;0;1;0;0;0;0;0.0005390835579514;0.0;0.0375369298636124;0.0;0.2857142857142857
IZR2;1;1;2;0;4;0;35;1;1;1;0;0;0;1;0;0;1;0;0.0010781671159029;1.453839153051463e-07;0.0532449266626481;0.0;0.1428571428571428
C7MQ;0;1;3;1;5;0;36;1;0;1;0;0;0;0;0;0;1;0;0.0026954177897574;0.0;0.0470167790338115;1.0;0.2857142857142857
MVEZ;0;1;1;0;2;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0466349900696382;1.0;0.2857142857142857
DZVS;0;1;1;0;5;0;46;1;1;1;0;0;0;0;0;0;0;0;0.0032345013477088;1.1630713224411702e-06;0.0672979248294877;0.8;0.2857142857142857
P7BH;0;0;1;2;5;0;54;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0064515566255811;0.0421112372304199;0.3333333333333333;0.1428571428571428
AUL9;0;0;3;0;1;0;47;0;1;1;0;1;0;1;0;0;1;0;0.0026954177897574;0.0160777164257655;0.0265531062124248;0.1;0.1428571428571428
B8EW;1;1;2;1;3;0;28;1;1;0;0;0;0;0;1;0;1;0;0.0043126684636118;1.987128608825613e-05;0.0710455764075067;0.8214285714285714;0.1428571428571428
RME7;1;1;2;0;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0387491644385026;0.0;0.2857142857142857
YNGN;1;1;3;2;3;0;44;0;0;0;0;0;0;1;0;0;0;0;0.0016172506738544;0.0043056900356772;0.0265379113018598;0.3333333333333333;0.2857142857142857
KBW9;1;1;3;2;3;0;32;1;1;1;0;0;0;0;1;0;1;1;0.01455525606469;0.0127013812995023;0.060939553219448;0.0769230769230769;0.1428571428571428
ENF8;1;1;2;1;2;0;30;1;1;1;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.0665996481528022;0.0;0.1428571428571428
MXHE;1;1;3;1;3;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0026954177897574;0.0010783609611233;0.0390452335346986;0.5;0.2857142857142857
XEDS;0;1;2;1;3;0;30;1;1;0;0;0;0;0;0;0;1;0;0.0032345013477088;0.0033191803371108;0.067069202400752;0.0;0.1428571428571428
JMGT;1;1;1;1;3;0;47;1;1;1;0;0;0;1;0;0;0;0;0.0005390835579514;0.0;0.0468221515472764;0.0;0.1428571428571428
N2VY;0;1;1;2;2;0;25;1;1;1;0;0;0;0;1;0;1;0;0.0010781671159029;0.0;0.0449402815127068;1.0;0.1428571428571428
VNLX;0;1;2;1;4;0;32;1;1;1;0;0;0;1;0;0;1;0;0.0021563342318059;0.0;0.0529924296529067;1.0;0.2857142857142857
N7RO;1;1;1;2;3;0;45;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0311969189889171;1.0;0.0
DYOI;1;1;2;1;2;0;33;1;1;1;0;0;0;1;1;1;1;0;0.0026954177897574;4.313056154052675e-06;0.0604904454444661;0.6;0.1428571428571428
Q0GS;1;1;1;0;5;0;23;0;0;0;0;0;0;1;0;0;0;0;0.0005390835579514;0.0;0.0425732121545946;0.0;0.4285714285714285
Y8GY;0;0;1;1;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0431626218675105;1.0;0.1428571428571428
SMWZ;0;0;3;0;1;0;47;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0246053853296193;0.0;0.5714285714285714
V7GZ;1;1;3;1;3;0;38;0;1;1;0;0;0;1;0;0;1;0;0.0016172506738544;0.0021557526961447;0.0342934260149375;0.0;0.1428571428571428
XKIM;1;1;4;3;5;0;42;0;1;0;0;0;0;0;0;0;1;0;0.0043126684636118;0.0021174342824915;0.0434121226304703;0.3214285714285714;0.1428571428571428
S5U9;1;1;1;1;3;0;52;1;1;1;0;0;0;0;0;0;1;1;0.0016172506738544;0.0005104429266363;0.0552362802608462;0.6666666666666666;0.1428571428571428
CWVB;1;1;3;0;3;0;28;1;1;1;0;0;0;0;0;0;1;0;0.0026954177897574;0.0051388658697688;0.0478154401340378;0.5;0.1428571428571428
O0O0;1;1;3;1;5;0;35;1;1;1;0;0;0;0;1;0;1;0;0.0032345013477088;0.1218838481499022;0.074714032543902;0.4;0.1428571428571428
BNNZ;0;1;1;1;2;0;32;0;0;0;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0461856388805895;1.0;0.1428571428571428
J7IB;0;0;1;2;2;0;31;0;1;1;0;0;0;0;0;0;0;0;0.0010781671159029;0.0;0.0374029640084686;1.0;0.2857142857142857
UXDS;0;1;3;0;3;0;34;1;1;1;0;0;0;1;1;0;1;0;0.0016172506738544;0.0;0.051684266250592;1.0;0.1428571428571428
YCEZ;0;0;1;2;1;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0021563342318059;0.0;0.069314699947687;1.0;0.0
W5SF;0;0;1;2;3;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0466396801850501;0.0;0.1428571428571428
W7T2;0;1;1;0;2;0;28;0;0;0;0;0;0;1;1;0;1;0;0.0010781671159029;1.224132566869332e-05;0.0370207755403436;0.0;0.1428571428571428
R8L4;1;1;1;2;2;0;32;1;1;1;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.0482909431702808;0.0;0.1428571428571428
A1TS;0;1;3;0;2;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0369602901034091;0.0;0.2857142857142857
IOBG;1;1;1;0;4;0;37;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0331569727951953;0.0;0.1428571428571428
UXWF;0;1;2;1;5;0;34;0;0;0;0;0;0;1;0;0;1;0;0.0026954177897574;0.0307946394042748;0.0527348191949056;0.6;0.2857142857142857
KCHV;1;1;3;1;4;0;57;0;1;1;0;0;0;0;1;0;1;0;0.0032345013477088;0.0577908041765891;0.063321385902031;0.2;0.2857142857142857
W8TB;1;1;1;0;2;0;29;1;1;1;0;0;0;1;0;0;0;0;0.0032345013477088;0.0002691056272298;0.0531457712583085;0.8666666666666667;0.1428571428571428
OGAR;1;1;3;1;3;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0672369422595962;1.0;0.1428571428571428
X8ZB;1;1;1;0;2;0;32;1;1;1;0;0;0;0;0;0;1;1;0.0032345013477088;4.813645459498963e-06;0.0434233011072356;0.7333333333333333;0.5714285714285714
BFS6;0;1;3;1;1;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0026954177897574;0.0;0.045663786524875;1.0;0.1428571428571428
ITEC;1;1;3;1;2;0;33;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0574410107140645;0.0;0.1428571428571428
A6NC;1;1;2;1;5;0;45;0;1;0;0;0;0;0;0;0;1;0;0.0032345013477088;0.0;0.0560186024038171;1.0;0.1428571428571428
OQW2;0;1;1;1;2;0;29;0;1;1;0;0;0;0;0;0;1;0;0.0032345013477088;0.0029256736040641;0.0678741309915843;0.1333333333333333;0.1428571428571428
O1BV;1;1;2;1;4;0;37;1;1;1;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.0512162124851597;0.0;0.1428571428571428
YUT3;0;1;1;2;1;0;40;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0643315415293913;0.0;0.0
R6XZ;1;1;3;1;2;0;30;1;0;0;0;0;0;0;1;0;1;1;0.0016172506738544;0.1882125906070634;0.061271676300578;0.3333333333333333;0.2857142857142857
GSJ1;1;1;3;1;3;0;47;1;1;1;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.0470084387116393;0.0;0.2857142857142857
JLF8;0;1;1;0;3;0;39;0;0;0;0;0;0;0;0;0;1;0;0.0032345013477088;0.0;0.0430364475790548;1.0;0.1428571428571428
Y0YY;0;1;3;1;2;0;25;1;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0443122641058716;0.0;0.1428571428571428
GNJ1;1;1;1;2;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0037735849056603;0.0005387927901208;0.0511089681774349;0.7619047619047619;0.1428571428571428
VIRN;0;1;4;3;5;0;31;1;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0665733563020384;0.0;0.1428571428571428
PFVJ;0;1;3;1;3;0;31;1;1;0;0;0;0;1;0;0;1;0;0.0037735849056603;0.0044240325427356;0.0621357272057345;0.0;0.2857142857142857
B4JX;0;1;3;0;2;0;24;0;0;1;0;0;0;1;0;0;1;0;0.0021563342318059;0.0067776236708274;0.0384376295068379;0.0;0.1428571428571428
DQC9;0;1;4;3;5;0;32;1;1;1;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.0703264207453463;0.0;0.1428571428571428
UYKI;0;1;1;3;3;0;31;0;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0591593315473912;0.0;0.2857142857142857
YOKL;0;1;3;2;3;0;37;1;1;1;0;0;0;0;1;0;0;0;0.0005390835579514;0.0;0.0678691643494804;0.0;0.2857142857142857
HRFT;0;0;1;0;3;0;36;0;1;1;0;0;0;1;0;0;0;0;0.0005390835579514;0.0;0.0485335286884173;0.0;0.1428571428571428
V7VM;1;1;1;1;3;0;34;1;1;1;0;0;0;1;1;0;1;0;0.0021563342318059;0.0134653463485272;0.0736900647519167;0.1666666666666666;0.1428571428571428
N9BJ;1;1;3;1;3;0;37;1;1;1;0;0;0;0;1;0;1;0;0.0043126684636118;0.4962804778937149;0.0776703094251141;0.0357142857142857;0.1428571428571428
BPWT;1;1;1;2;3;0;28;0;0;0;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0507274119448698;1.0;0.4285714285714285
JTPS;0;0;3;1;5;0;26;1;1;0;0;0;0;0;0;0;0;0;0.0010781671159029;0.0;0.0461270670147954;1.0;0.1428571428571428
YWK9;0;0;2;1;3;0;37;0;1;1;0;0;0;1;0;0;0;0;0.0026954177897574;1.270145300765908e-05;0.0511047440630337;0.8;0.1428571428571428
VUBK;1;1;2;1;3;0;41;1;1;1;0;0;0;0;1;1;1;0;0.0177897574123989;0.2928105949376577;0.078425569695176;0.043560606060606;0.2857142857142857
ODZI;0;0;1;2;5;0;43;1;1;0;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.07220989528592;0.0;0.1428571428571428
FFNW;0;1;1;1;5;0;29;0;0;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0713022755227552;0.0;0.1428571428571428
ZWD6;1;1;1;2;3;0;44;1;1;1;0;0;0;0;0;0;1;0;0.0037735849056603;0.0044756108747856;0.0668781771640768;0.0952380952380952;0.1428571428571428
EEC2;1;1;1;0;3;0;38;1;1;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.07220989528592;0.0;0.1428571428571428
KVUU;0;0;2;1;1;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0010781671159029;0.025870605135071;0.3333333333333333;0.2857142857142857
WHL6;0;1;1;1;3;0;29;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0566377625793844;0.0;0.1428571428571428
PIQP;1;1;3;1;4;0;38;1;1;1;0;0;0;0;1;0;1;0;0.0010781671159029;0.0010781671159029;0.0302684180468303;0.0;0.1428571428571428
MOCK;0;1;2;1;3;0;35;1;1;1;0;0;0;1;1;0;1;0;0.0086253369272237;0.060069457574626;0.0539353938301398;0.4416666666666666;0.1428571428571428
P1OX;1;1;2;1;4;0;45;1;1;1;0;0;0;0;1;0;1;0;0.0010781671159029;0.0;0.0666044307206204;1.0;0.0
UXDE;0;0;2;1;1;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0021563342318059;0.0;0.069314699947687;1.0;0.1428571428571428
CKNE;1;1;4;3;5;0;32;1;0;0;0;0;0;0;1;0;1;1;0.0010781671159029;0.0;0.0543303166095539;1.0;0.1428571428571428
BQPB;0;1;3;2;3;0;38;0;1;1;0;0;0;1;0;0;1;0;0.0010781671159029;0.0010781671159029;0.0625632377740303;0.0;0.1428571428571428
SLEJ;1;1;1;2;3;0;41;0;1;1;0;0;0;0;0;1;0;0;0.0026954177897574;0.162445590069697;0.0454545454545454;0.0;0.1428571428571428
USBJ;1;1;2;1;3;0;40;1;1;1;0;0;0;0;1;0;1;0;0.0064690026954177;0.4695070322199746;0.0718212792318414;0.0909090909090909;0.2857142857142857
YSXG;1;1;3;0;3;0;31;1;1;1;0;0;0;1;0;0;1;0;0.0016172506738544;0.0;0.060299710691415;1.0;0.0
IAVW;1;1;3;1;5;0;32;1;1;1;0;0;0;0;1;0;1;0;0.0032345013477088;0.003233144431166;0.0591952005616364;0.1333333333333333;0.4285714285714285
L8TX;0;1;3;1;5;0;40;0;1;0;0;0;0;0;0;0;1;0;0.0021563342318059;4.98459138189073e-07;0.068349299926308;0.6666666666666666;0.1428571428571428
NOA1;0;1;1;0;2;0;24;1;0;0;0;0;0;0;0;0;1;0;0.0026954177897574;0.0021557526961447;0.0464040025015634;0.3;0.1428571428571428
QDVF;0;1;3;0;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0016172506738544;0.0021551711604834;0.0418037589579483;0.3333333333333333;0.0
UTC9;0;1;3;1;3;0;31;1;1;1;0;0;0;1;0;0;1;0;0.0026954177897574;0.0032285842223559;0.0508539627710612;0.1;0.1428571428571428
EVJ6;0;1;2;1;2;0;33;1;1;1;0;0;0;0;0;0;1;0;0.0021563342318059;9.024166012625458e-05;0.0727822026915682;0.5;0.2857142857142857
QLC4;1;1;3;1;3;0;37;1;1;1;0;0;0;0;1;0;1;0;0.0059299191374663;0.0018166012620421;0.0703904678784199;0.2363636363636363;0.1428571428571428
B3SH;1;1;3;0;0;0;38;0;0;0;0;0;0;0;0;0;1;0;0.0053908355795148;0.0068527189429584;0.0670861813315974;0.0666666666666666;0.4285714285714285
